,Id,neg,neu,pos,compound,Date,User,Tweet,Comment,RT,Like
116,bsailer,0.0,1.0,0.0,0.0,2007-12-31 18:09:39+00:00,bkane,"really impressed with apple's itunes personalization features..they just recommended onyx's ""bacdafucup"" - how'd they know?",0,0,0
117,starvedfool,0.0,1.0,0.0,0.0,2007-12-31 18:08:17+00:00,mjohnson16,Back in from playing in snow with daughter. Nice and wet now. Hot cocoa and baked apples are ready for lunch. Mmm...,0,0,0
118,KulerSolutions,0.338,0.475,0.187,-0.5927,2007-12-31 18:05:38+00:00,flaviamariani,Visitando a loja da apple em santiago no chile.,0,0,0
119,mjtsai,0.0,1.0,0.0,0.0,2007-12-31 18:00:20+00:00,arstechnica,[Infinite Loop] Apple Stores' atmosphere setting the bar for others - http://tinyurl.com/2hbpqc,0,0,0
120,kenya,0.142,0.603,0.254,0.3818,2007-12-31 17:57:29+00:00,gigaom,Apple to Add Disney to Rental Queue [NewTeeVee]: Apple is expected to add Disney as a partner in its upcom.. http://tinyurl.com/ysp6fz,0,0,0
121,petestone,0.0,1.0,0.0,0.0,2007-12-31 17:48:18+00:00,colinschlueter,"back from my apple genius appointment: need a new keyboard and trackpad, parts are ordered.",0,0,0
122,DougH,0.089,0.768,0.143,0.3254,2007-12-31 17:46:47+00:00,DrewMcLellan,Heading to the Apple Store.  Airport Extreme acting up...need some genius bar help.,0,0,0
123,jenternational,0.259,0.587,0.154,-0.5256,2007-12-31 17:45:04+00:00,JasonT,Apple Rebate Center: your ass is MINE,0,0,0
124,cdoemel,0.0,0.732,0.268,0.8126,2007-12-31 17:37:07+00:00,tetfsu,"mmmm, apple slices (the baked good, not the fruit) GOOOOOOOD!   Thanks Mrs. Jennifer!",0,0,0
125,KIMAGURE,0.0,1.0,0.0,0.0,2007-12-31 17:36:27+00:00,philipj,"other apple users: does smith micro spam you constantly too?  I've tried to opt out a number of times now, too.",0,0,0
